index,ocn,name,brand
1448,1512,WOLVERTON TEL. CO. - MN,
1449,8606,"OTTER TAIL TELCOM, INC. - MN",
1450,0999,"WINDSTREAM EN-TEL, LLC - MN",
1451,4263,"WINDSTREAM NORTHSTAR, LLC - MN",
1452,1409,HUTCHINSON TEL. CO.,
1453,1414,"WINDSTREAM LAKEDALE, INC.",
1454,1487,STARBUCK TEL. CO.,
1455,0950,"BRIGHTSPEED OF NORTHWEST WISCONSIN, LLC",
1456,1430,MELROSE TEL. CO.,
1457,1413,MID STATE TEL. CO. DBA KMP TEL. CO.,
1458,1433,MID STATE TEL. CO.,
1459,1390,FEDERATED TEL. COOP.,
1460,1423,"LOWRY TELEPHONE COMPANY, LLC",
1461,1356,BENTON COOP. TEL. CO.,
1462,2836,FARMERS MUTUAL TELEPHONE COMPANY - MN,
1463,719F,"MCC TELEPHONY OF MINNESOTA, LLC - MN",
1464,4048,"MAINSTREET COMMUNICATIONS, LL.",
1465,1370,CLARA CITY TEL. EXCH. CO.,
1466,1403,FEDERATED TEL. COOP.,
1467,1226,"WH LINK, LLC - MN",
1468,434F,WORLDCELL SOLUTIONS LLC,
1469,973H,MIDWEST NETWORK SOLUTIONS HUB LLC,
1470,1507,WINSTED TEL. CO.,
1471,1389,FARMERS MUTUAL TEL. CO.,
1472,1494,UPSALA COOP. TEL. ASSN.,
1473,2629,FEDERATED TELEPHONE COOPERATIVE - MN,
1474,4602,"HUTCHINSON TELECOMMUNICATIONS, INC.",
1475,1495,VALLEY TEL. CO.,
1476,625H,GARDONVILLE COOPERATIVE TELEPHONE ASSOCIATION - MN,
1477,1476,SACRED HEART TEL. CO.,
1478,1347,"ALBANY MUTUAL TEL. ASSN., INC.",
1479,1448,OSAKIS TEL. CO.,
1480,2630,"LOCAL ACCESS NETWORK, LLC",
1481,4768,"CLARITY TELECOM, LLC DBA BLUEPEAK",
1482,4139,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
1483,1442,"NEW ULM TELECOM, INC.",
1484,1375,CONSOLIDATED COMMUNICATIONS MID-COM COMPANY - MN,
1485,1472,REDWOOD COUNTY TEL. CO.,
1486,1338,WINNEBAGO COOP. TEL. ASSN. - MN,
1487,1654,"INTERSTATE TELECOM COOP, INC. - MN",
1488,1651,"INTERSTATE TELECOM COOP, INC. - SD",
1489,695E,WINNEBAGO COOPERATIVE TELEPHONE ASSOCIATION - MN,
1490,1439,"MINNESOTA VALLEY TEL. CO., INC.",
1491,1427,CONSOLIDATED COMMUNICATIONS OF MINNESOTA CO - MN,
1492,1510,WOODSTOCK TEL. CO.,
1493,1408,HOME TEL. CO.,
1494,1454,PINE ISLAND TEL. CO.,
1495,1412,KASSON & MANTORVILLE TEL. CO.,
1496,1483,SLEEPY EYE TEL. CO.,
1497,1399,GRANADA TEL. CO.,
1498,1384,THE EASTON TELEPHONE COMPANY,
1499,1406,"ALLIANCE COMMUNICATIONS COOPERATIVE, INC. - MN",
1500,1419,LISMORE COOP. TEL. CO.,
1501,1657,"ALLIANCE COMM. COOPERATIVE, INC. (SPLIT ROCK)",
1502,754H,RS FIBER COOPERATIVE - MN,
1503,840F,"NEW ULM TELECOM, INC. DBA NU-TELECOM - MN",
1504,5566,KASSON-MANTORVILLE TELEPHONE COMPANY - MN,
1505,1425,CHRISTENSEN COMMUNICATIONS COMPANY,
1506,1508,WINTHROP TEL. CO.,
1507,1502,WESTERN TEL. CO.,
1508,1440,"CANNON VALLEY TELECOM, INC.",
1509,1372,CLEMENTS TEL. CO.,
1510,1381,DUNNELL TEL. CO.,
1511,6169,"ACE LINK TELECOMMUNICATIONS, INC.",
1512,1515,ZUMBROTA TEL. CO.,
1513,1422,"LONSDALE TEL. CO., INC.",
1514,280D,"ALLIANCE COMMUNICATIONS COOPERATIVE, INC. - SD",
1515,1426,MANCHESTER-HARTLAND TEL. CO.,
1516,105D,CITY OF WINDOM - MN,
1517,569G,SOUTHWEST MINNESOTA BROADBAND SERVICES - MN,
1518,968D,CHRISTENSEN COMMUNICATIONS COMPANY - MN,
1519,5312,"LEVEL 3 TELECOM OF MINNESOTA, LLC - MN",
1520,2557,"XO MINNESOTA, LLC",
1521,4609,WIRELESS COMMUNICATIONS VENTURE,
1522,1482,"WINDSTREAM LAKEDALE, INC.",
1523,1362,BRIDGE WATER TEL. CO.,
1524,716F,FIBERNET MONTICELLO,
1525,1479,SCOTT RICE TEL. CO. DBA INTEGRA TELECOM,
1526,1386,ECKLES TEL. CO.,
1527,2474,"FRONTIER COMMUNICATIONS OF AMERICA, INC. - MN",
1528,093F,"ONVOY, LLC - MO",
1529,5814,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MO,
1530,225F,"PEERLESS NETWORK OF MISSOURI, LLC - MO",
1531,6275,UNITED STATES CELLULAR - MO,
1532,993E,"BANDWIDTH.COM CLEC, LLC - MO",
1533,4932,"LEVEL 3 COMMUNICATIONS, LLC - MO",
1534,7218,"TELEPORT COMMUNICATIONS AMERICA, LLC - MO",
1535,7432,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MO,
1536,4774,"XO MISSOURI, INC.",
1537,7594,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MO,
1538,1912,MCDONALD COUNTY TEL. CO.,
1539,9787,"BRIGHTSPEED OF MISSOURI, LLC",
1540,1151,"BRIGHTSPEED OF EAST MISSOURI, LLC",
1541,9786,"BRIGHTSPEED OF MISSOURI, LLC",
1542,1936,PEACE VALLEY TEL. CO.,
1543,1927,"NEW FLORENCE TEL. CO., INC.",
1544,142C,"RYSTEC, INC",
1545,1887,GRANBY TEL. CO.,
1546,1886,GOODMAN TEL. CO.,
1547,1900,K L M TEL. CO.,
1548,955F,TELECOM NORTH AMERICA MOBILE INC,
1549,1908,LE-RU TEL. CO.,
1550,1920,"MILLER TEL. CO., INC.",
1551,1893,CHOCTAW TEL. CO.,
1552,6123,"TELEPORT COMMUNICATIONS AMERICA, LLC - MO",
1553,9784,"BRIGHTSPEED OF MISSOURI, LLC",
1554,1945,SENECA TEL. CO.,
1555,3275,"FIDELITY CABLEVISION, LLC",
1556,8953,MARK TWAIN COMMUNICATIONS,
1557,1901,KINGDOM TEL. CO.,
1558,1882,"FIDELITY TELEPHONE, LLC",
1559,1949,"STEELVILLE TEL. EXCH., INC.",
1560,1876,FARBER TEL. CO.,
1561,0463,BPS TELEPHONE COMPANY,
1562,1914,MARK TWAIN RURAL TEL. CO.,
1563,1874,ELLINGTON TEL. CO.,
1564,250A,CHARITON VALLEY COMMUNICATIONS CORPORATION,
1565,9785,"BRIGHTSPEED OF MISSOURI, LLC",
1566,3356,"FIDELITY CABLEVISION, LLC",
1567,554A,"SOCKET TELECOM, LLC - MO",
1568,506E,"AURORA COMMUNICATIONS, INC. - MO",
1569,6155,GREEN HILLS TELECOMMUNICATIONS SERVICES,
1570,1864,CHARITON VALLEY TEL. CO.,
1571,1865,CITIZENS TEL. CO.,
1572,1890,GREEN HILLS TEL. CORP.,
1573,1931,NORTHEAST MISSOURI RURAL TEL. CO.,
1574,1917,OTELCO MID-MISSOURI LLC,
1575,1942,ROCK PORT TEL. CO.,
1576,938F,"MCC TELEPHONY OF MISSOURI, LLC - MO",
1577,1935,OREGON FARMERS MUTUAL TEL. CO.,
1578,356H,NETGENUITY INC.,
1579,1860,ALMA COMMUNICATIONS COMPANY DBA ALMA TELEPHONE CO,
1580,4401,"IAMO COMMUNICATIONS, INC.",
1581,454H,"MIDWEST DATA CENTER, INC. - MO",
1582,1929,HOLWAY TEL. CO.,
1583,7589,"LEVEL 3 TELECOM OF KANSAS CITY, LLC - MO",
1584,6530,MOBIL RADIO COMMUNICATIONS DBA MOBILFONE,
1585,718D,"AVID COMMUNICATIONS, LLC - MO",
1586,1932,LATHROP TEL. CO.,
1587,6756,"SELECTPATH, INC.",
1588,6102,"FIDIUM ENTERPRISE SERVICES, LLC",
1589,5278,"TELEPAK NETWORKS, INC. - MS",
1590,5178,"LEVEL 3 COMMUNICATIONS, LLC - MS",
1591,6396,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MS,
1592,458C,TELEPORT COMMUNICATIONS AMERICA MS - LLC,
1593,220C,"LEVEL 3 TELECOM OF MISSISSIPPI, LLC - MS",
1594,719E,"ONVOY, LLC - MS",
1595,459H,"AIRUS, INC. - MS",
1596,4886,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MS,
1597,806K,"RGTN USA, INC.",
1598,992E,"BANDWIDTH.COM CLEC, LLC - MS",
1599,2987,"GULFPINES COMMUNICATIONS, LLC",
1600,7474,"POWERTEL MEMPHIS LICENSES, INC.",
1601,0446,"BAY SPRINGS TEL. CO., INC.",
1602,3704,"TEC OF JACKSON, INC. - MS",
1603,6591,"TELETOUCH COMMUNICATIONS, INC.",
1604,3301,SOUTHEAST MISSISSIPPI TEL. CO.,
1605,0451,"DECATUR TEL. CO., INC.",
1606,0453,"WINDSTREAM MISSISSIPPI, INC.",
1607,0456,GEORGETOWN TEL. CO.,
1608,294G,IDT AMERICA CORP. - MS,
1609,4724,"DIXIE NET COMMUNICATIONS, LLC",
1610,0455,"FULTON TEL. CO., INC.",
1611,0460,"FRONTIER COMMUNICATIONS OF MISSISSIPPI, INC.",
1612,0447,"BRUCE TEL. CO., INC.",
1613,0458,"BRIGHTSPEED OF MISSISSIPPI, LLC",
1614,0466,"SLEDGE TEL. CO., INC.",
1615,0448,"CALHOUN CITY TEL. CO., INC.",
1616,0467,"SMITHVILLE TEL. CO., INC.",
1617,0552,"BRIGHTSPEED OF WESTERN TENNESSEE, LLC",
1618,0461,"NOXAPATER TEL. CO., INC.",
1619,0462,"MOUND BAYOU TEL. AND COMMUNICATIONS, INC.",
1620,0449,"MYRTLE TEL. CO., INC.",
1621,771G,TELEPORT COMMUNICATIONS AMERICA MT - LLC,
1622,9415,"LEVEL 3 COMMUNICATIONS, LLC - MT",
1623,6564,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MT,
1624,3924,"3 RIVERS TELEPHONE COOPERATIVE, INC. - MT",
1625,994E,"BANDWIDTH.COM CLEC, LLC - MT",
1626,453F,"ONVOY, LLC - MT",
1627,2247,NEMONT TEL COOP INC,
1628,7830,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",
1629,2255,"3 RIVERS TEL. COOP., INC.",
1630,2249,"CENTURYTEL OF MONTANA, INC. DBA CENTURYLINK",
1631,443B,"SAGEBRUSH CELLULAR, INC.",
1632,2254,SOUTHERN MONTANA TEL. CO.,
1633,2252,RONAN TEL. CO.,
1634,4322,"ZIPLY FIBER MONTANA, LLC DBA ZIPLY FIBER",
1635,2257,"TRIANGLE TEL. COOP. ASSN., INC.",
1636,4222,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
1637,3959,"INTERBEL TELEPHONE COOPERATIVE, INC. - MT",
1638,2246,"MID-RIVERS TEL. COOP., INC.",
1639,2250,"PROJECT TEL. CO., INC.",
1640,2248,"NORTHERN TEL. COOP., INC.",
1641,619J,SIYEH COMMUNICATIONS,
1642,2251,RANGE TEL COOP INC,
1643,8140,"RANGE TELEPHONE COOPERATIVE, INC. - MT",
1644,3310,"TRIANGLE TEL. COOP. ASSN., INC.",
1645,2244,"LINCOLN TEL. CO., INC.",
1646,958H,"TRIANGLE COMMUNICATION SYSTEM, INC. - MT-",
1647,509K,"LIVEWIRE TELECOM, LLC",
1648,2296,"TRI-COUNTY TEL. ASSN., INC.",
1649,1632,RESERVATION TEL. COOP.,
1650,935G,"TRI TEL, INC. - MT",
1651,986F,WESTERN MONTANA COMMUNITYTEL INC. - MT,
1652,746D,"MONTANA OPTICOM, LLC - MT",
1653,743G,"WIDE VOICE, LLC - MT",
1654,2241,HOT SPRINGS TEL. CO.,
1655,3410,RT COMMUNICATIONS,
1656,2242,"INTERBEL TEL. COOP., INC.",
1657,588H,"AIRUS, INC. - MT",
1658,1689,WEST RIVER COOPERATIVE TELEPHONE COMPANY,
1659,8389,"TELEPORT COMMUNICATIONS AMERICA, LLC - NC",
1660,7835,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NC,
1661,6324,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC,Verizon
1662,0470,"BRIGHTSPEED OF EASTERN NORTH CAROLINA, LLC",
1663,4809,CENTURYLINK COMMUNICATIONS LLC - NC,
1664,6282,UNITED STATES CELLULAR - NC,
1665,998E,"BANDWIDTH.COM CLEC, LLC - NC",
1666,440G,"FRONTIER COMMUNICATIONS OF AMERICA, INC. - NC",
1667,638E,"ONVOY, LLC - NC",
1668,3235,"LEVEL 3 COMMUNICATIONS, LLC - NC",
1669,351H,TRI-COUNTY COMMUNICATIONS INC - NC,
1670,864F,"VERIZON SOUTH, INC. - NC",
1671,511C,"SOUTH CAROLINA NET, INC. - NC",
1672,7555,"LEVEL 3 TELECOM OF NORTH CAROLINA, LP - NC",
1673,350F,"PEERLESS NETWORK OF NORTH CAROLINA, LLC - NC",
1674,816E,BUGGS ISL TEL CO-OP DBA BUGGS ISLAND TEL CO - NC,
1675,0505,TRI-COUNTY TEL. MEMBERSHIP CORP.,
1676,7973,"LEVEL 3 TELECOM OF NORTH CAROLINA, LP - NC",
1677,0471,"BRIGHTSPEED OF NORTH CAROLINA, LLC",
1678,0497,SURRY TEL. MEMBERSHIP CORP.,
1679,0483,"WINDSTREAM LEXCOM COMMUNICATIONS, LLC",
1680,0485,"BRIGHTSPEED OF CENTRAL NORTH CAROLINA, LLC",
1681,0496,RANDOLPH TEL. MEMBERSHIP CORP.,
1682,0511,YADKIN VALLEY TEL. MEMBERSHIP CORP.,
1683,0503,SURRY TEL. MEMBERSHIP CORP.,
1684,035B,"PIEDMONT COMMUNICATIONS SERVICES, INC. - NC",
1685,0501,SKYLINE TEL. MEMBERSHIP CORP.,
1686,0476,"WINDSTREAM NORTH CAROLINA, INC.",
1687,0491,NORTH STATE TELEPHONE CO. DBA NORTH STATE COMM,
1688,5932,"CAROLINA WEST WIRELESS, INC.",
1689,4792,"XO NORTH CAROLINA, INC.",
1690,5307,"READY TELECOM, INC. - NC",
1691,757D,"RANDOLPH TELEPHONE TELECOMMUNICATIONS, INC. - NC",
1692,361F,"NORTH STATE COMMUNICATIONS ADVANCED SVCS, LLC-NC",
1693,769H,RIVERSTREET COMMUNICATIONS OF NO CAROLINA - NC,
1694,5418,"YADKIN VALLEY TELECOM, INC. - NC",
1695,6023,REISENWEAVER COMM INC DBA RCS COMMUNICATIONS GROUP,
1696,9539,"SKYBEST COMMUNICATIONS, INC. - NC",
1697,0510,WILKES TEL. MEMBERSHIP CORP.,
1698,795D,"WILKES COMMUNICATIONS, INC. - NC",
1699,703H,"STARVISION, INC. - NC",
1700,465H,"WIDE VOICE, LLC - NC",
1701,7858,"LEVEL 3 TELECOM OF NORTH CAROLINA, LP - NC",
1702,7970,"WINDSTREAM COMMUNICATIONS, INC. - NC",
1703,4334,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC. - NC,
1704,0474,"WINDSTREAM CONCORD TELEPHONE, LLC",
1705,8705,"MATTHEWS RADIO SERVICE, INC. DBA EASTERN RADIO",
1706,9412,"SPRINGBOARD TELECOM, LLC - NC",
1707,0494,PINEVILLE TEL. CO.,
1708,867A,TOWN OF PINEVILLE DBA PTC COMMUNICATIONS - NC,
1709,0509,FRONTIER COMMUNICATIONS OF THE CAROLINAS INC. - NC,
1710,801D,"BALSAMWEST FIBERNET, LLC - NC",
1711,403H,"ETC COMMUNICATIONS, LLC - NC",
1712,6938,RODNEY SHEPARDSON DBA BUSINESS RADIO SERVICE,
1713,6914,A BEEP AWAY,
1714,0469,BARNARDSVILLE TEL. CO.,
1715,0498,SALUDA MOUNTAIN TEL. CO.,
1716,0473,CITIZENS TEL. CO.,
1717,975D,"VOLO COMMUNICATIONS OF NORTH CAROLINA, INC. - NC",
1718,0468,ATLANTIC TEL. MEMBERSHIP CORP.,
1719,452G,"ATLANTIC TELECOM MULTIMEDIA CONSOLIDATED, LLC - NC",
1720,0502,STAR TEL. MEMBERSHIP CORP.,
1721,0500,SERVICE TEL. CO.,
1722,0478,"ELLERBE TEL. CO., INC.",
1723,360E,YMAX COMMUNICATIONS CORP. - NC,
1724,0254,"BRIGHTSPEED OF VIRGINIA, LLC",
1725,6925,"COMSCAPE TELECOMMUNICATIONS, INC.",
1726,668J,"TELIAX, INC.",
1727,749H,"COMPORIUM, INC.- NC",
1728,8054,"LEVEL 3 COMMUNICATIONS, LLC - ND",
1729,6568,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - ND,
1730,1678,"TURTLE MOUNTAIN COMMUN., INC.",
1731,3065,MIDCONTINENT COMMUNICATIONS - ND,
1732,1631,RED RIVER RURAL TEL ASSN DBA RED RIVER COMM - ND,
1733,3303,"SRT COMMUNICATIONS, INC.",
1734,1447,NORTH DAKOTA TELEPHONE CO.,
1735,1604,BEK COMMUNICATIONS COOPERATIVE,
1736,1636,UNITED TEL. MUTUAL AID CORP.,
1737,1607,CONSOLIDATED TELCOM,
1738,1610,DAKOTA CENTRAL TELECOMMUNICATIONS COOP.,
1739,1611,DICKEY RURAL TEL. COOP.,
1740,452F,"ONVOY, LLC - ND",
1741,4413,WEST RIVER TELECOMMUNICATIONS COOP. - ND,
1742,772G,TELEPORT COMMUNICATIONS AMERICA - ND - LLC,
1743,2564,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
1744,1625,NORTHWEST COMMUNICATIONS COOP.,
1745,287G,"MLGC, L.L.C. - ND",
1746,999E,"BANDWIDTH.COM CLEC, LLC - ND",
1747,1683,"DAKOTA CENTRAL TELECOM I, INC.",
1748,1622,GRIGGS COUNTY TEL. CO.,
1749,1680,VENTURE COMMUNICATIONS COOPERATIVE,
1750,374F,"STANDING ROCK TELECOMMUNICATIONS, INC.",
1751,7008,"CONSOLIDATED COMMUNICATIONS NETWORKS, INC. - ND",
1752,1509,WOLVERTON TEL. CO. - ND,
1753,2737,"VAL-ED JOINT VENTURE, LLP DBA 702 COMMUNICATIONS",
1754,410J,"LTE WIRELESS, INC. - ND",
1755,571J,"PEERING HUB, INC.",
1756,460H,"PEERLESS NETWORK OF NORTH DAKOTA, LLC",
1757,1615,GRIGGS COUNTY TEL. CO.,
1758,587A,NCC ENTERPRISES,
1759,597J,COMPUTER TELEPHONY INNOVATIONS INC. DBA VOXTELESYS,
1760,1616,"INTER-COMMUNITY TELEPHONE COMPANY, LLC",
1761,1674,RC TECHNOLOGIES,
1762,3796,HALSTAD TELEPHONE COMPANY - ND,
1763,744G,"WIDE VOICE, LLC - ND",
1764,1799,"DAKTEL COMMUNICATIONS, LLC - ND",
1765,1664,JAMES VALLEY COOPERATIVE TELEPHONE COMPANY,
1766,3233,"LEVEL 3 COMMUNICATIONS, LLC - NE",
1767,5807,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NE,
1768,4530,UNITED TEL CO OF THE WEST DBA CENTURYLINK - NE,
1769,1574,NEBRASKA CENTRAL TEL. CO.,
1770,1518,"ELSIE COMMUNICATIONS, INC.",
1771,1530,"CONSOLIDATED TELCO, INC.",
1772,885E,"GLENWOOD TELECOMMUNICATIONS, INC. - NE",
1773,7144,"TELEPORT COMMUNICATIONS AMERICA, LLC - NE",
1774,1553,GLENWOOD TEL. MEMBERSHIP CORP.,
1775,1516,ARAPAHOE TEL. CO.,
1776,549E,"ONVOY, LLC - NE",
1777,6263,UNITED STATES CELLULAR - NE,
1778,9764,MOBIUS COMMUNICATIONS COMPANY - NE,
1779,995E,"BANDWIDTH.COM CLEC, LLC - NE",
1780,2309,"PINPOINT COMMUNICATIONS, INC. - NE",
1781,1567,"GLENWOOD NETWORK SERVICES, INC.",
1782,1536,CURTIS TEL. CO.,
1783,1561,HERSHEY COOP. TEL. CO.,
1784,1537,DALTON TEL. CO.,
1785,1597,WAUNETA TEL. CO.,
1786,1659,GOLDEN WEST TEL COOP INC DBA GOLDEN WEST TELECOMM,
1787,1532,CONSOLIDATED TEL. CO.,
1788,1590,"SODTOWN COMMUNICATIONS, INC.",
1789,1562,"CONSOLIDATED TELECOM, INC.",
1790,1558,HEMINGFORD COOP. TEL. CO.,
1791,1576,NORTHEAST NEBRASKA TEL. CO.,
1792,1526,CAMBRIDGE TEL. CO.,
1793,4635,"PINPOINT WIRELESS, INC.",
1794,710A,"ALLO COMMUNICATIONS, LLC - NE",
1795,1534,COZAD TEL. CO.,
1796,1525,THREE RIVER TELCO,
1797,851A,"HUNTEL CABLEVISION, INC. DBA HUNTEL COMMS - NE",
1798,1586,ROCK COUNTY TEL. CO.,
1799,1591,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC.",
1800,1556,HARTINGTON TELECOMMUNICATIONS CO.,
1801,1581,PIERCE TEL. CO.,
1802,975G,"PBN, LLC - NE",
1803,681A,"THREE RIVER COMMUNICATIONS, LLC - NE",
1804,1565,K & M TEL. CO.,
1805,583E,"LONG LINES SIOUXLAND, LLC - NE",
1806,8632,"NEBRASKA TECHNOLOGY & TELECOMMUNICATIONS, INC.",
1807,1524,BLAIR TEL. CO.,
1808,1592,"STANTON TELECOM, INC.",
1809,1517,ARLINGTON TEL. CO.,
1810,1563,HOOPER TEL. CO.,
1811,1582,"PLAINVIEW TEL. CO., INC.",
1812,1542,EASTERN NEBRASKA TEL. CO.,
1813,1555,HAMILTON TEL. CO.,
1814,1686,VIVIAN TEL CO DBA GOLDEN WEST TELECOMMUNICATIONS,
1815,826C,"INTRADO COMMUNICATIONS, LLC",
1816,1559,HENDERSON COOP. TEL. CO.,
1817,444H,"WIDE VOICE, LLC - NE",
1818,6290,UNITED STATES CELLULAR - NH,
1819,637E,"ONVOY, LLC - NH",
1820,5113,CONSOLIDATED COMM OF NO. NEW ENGLAND-NH,
1821,4017,"LEVEL 3 COMMUNICATIONS, LLC - NH",
1822,927H,"PEERLESS NETWORK OF NEW HAMPSHIRE, LLC - NH",
1823,0049,UNION TEL. CO.,
1824,7778,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NH,
1825,0038,BRETTON WOODS TEL. CO.,
1826,573F,"TOPSHAM COMMUNICATIONS, LLC",
1827,8299,"TELEPORT COMMUNICATIONS AMERICA, LLC - NH",
1828,3320,"MERRIMACK CO. TELEPHONE CO., DBA CONTOOCOOK VALLEY",
1829,0047,MERRIMACK COUNTY TEL. CO.,
1830,314C,"IDT AMERICA, CORP. - NH",
1831,3321,"HOLLIS TELEPHONE COMPANY, INC.",
1832,0045,KEARSARGE TEL. CO.,
1833,0039,"GRANITE STATE TEL., INC.",
1834,996E,"BANDWIDTH.COM CLEC, LLC - NH",
1835,0050,WILTON TEL. CO.,
1836,631H,"FIDIUM ENTERPRISE SERVICES, LLC",
1837,9827,"OTEL TELEKOM, INC. - NH",
1838,0043,DUNBARTON TEL. CO.,
1839,9206,"VERIZON NEW JERSEY, INC.",
1840,325E,YMAX COMMUNICATIONS CORP. - NJ,
1841,6391,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ,
1842,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",T-Mobile
1843,7142,"TELEPORT COMMUNICATIONS AMERICA, LLC - NJ",
1844,6734,GENERAL COMMUNICATIONS & ELECTRONICS CORPORATION,
1845,637C,"ONVOY, LLC - NJ",
1846,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",
1847,7134,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NJ,
1848,118F,"BANDWIDTH.COM CLEC, LLC - NJ",
1849,3639,"MONMOUTH TELEPHONE AND TELEGRAPH, INC. - NJ",
1850,264F,"PEERLESS NETWORK OF NEW JERSEY, LLC - NJ",
1851,4948,"CABLEVISION LIGHTPATH, INC. - NJ",
1852,8407,"COOPERATIVE COMMUNICATIONS, INC.",
1853,2771,"LEVEL 3 TELECOM OF NEW JERSEY, LP - NJ",
1854,6830,SUPERIOR COMMUNICATIONS TECHNOLOGY CORP.,
1855,482E,"FUSION, LLC",
1856,6801,"ADVANTAGE COMMUNICATIONS, INC.",
1857,4967,WARWICK VALLEY TELEPHONE COMPANY,
1858,6871,"DIAL-A-BEEPER, INC.",
1859,917G,"BARR TELL USA, INC. - NJ",
1860,066G,"AIRUS, INC. - NJ",
1861,482F,"CORETEL NEW JERSEY, INC. - NJ",
1862,999H,"BLUEBIRD COMMUNICATIONS, LLC - NJ",
1863,7310,"TELEPORT COMMUNICATIONS AMERICA, LLC - NJ",
1864,9003,"NETCARRIER TELECOM, INC. - NJ",
1865,835E,"BLOCK LINE SYSTEMS, LLC - NJ",
1866,4123,"XO NEW JERSEY, INC.",
1867,852B,"BUSINESS AUTOMATION TECHNOLOGIES, INC. - NJ",
1868,124L,"BARR TELL USA, INC.",
1869,829C,"INTRADO COMMUNICATIONS, LLC",
1870,854D,"XTEL COMMUNICATIONS, INC.",
1871,396H,"WIDE VOICE, LLC - NJ",
1872,5982,MANHATTAN TELECOMM OF NJ DBA METTEL - NJ,
1873,0138,"BRIGHTSPEED OF NEW JERSEY, INC.",
1874,932E,XCHANGE TELECOM CORP. - NJ,
1875,6873,"LITELCO COMMUNICATIONS, INC.",
1876,420F,"SERVICE ELECTRIC TELEPHONE COMPANY, LLC - NJ",
1877,0135,ALTEVA OF WARWICK LLC,
1878,4959,WARWICK VALLEY TELEPHONE COMPANY - NJ,
1879,206F,"ONVOY, LLC - NM",
1880,6573,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NM,
1881,377H,"PEERLESS NETWORK OF NEW MEXICO, LLC - NM",
1882,7457,"LEVEL 3 TELECOM OF NEW MEXICO, LLC - NM",
1883,123F,"BANDWIDTH.COM CLEC, LLC - NM",
1884,5470,"LEVEL 3 COMMUNICATIONS, LLC - NM",
1885,473E,ZIPPYTECH OF NEW MEXICO INCORPORATED - NM,
1886,7464,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NM,
1887,1193,"VALOR TELECOM TX,LP-NM #2 DBA WINDSTREAM COMM SW",
1888,4450,NAVAJO COMM CO INC NM DBA NAVAJO COMM CO NM,
1889,450C,TELEPORT COMMUNICATIONS AMERICA NM-LLC,
1890,777B,"PLATEAU TELECOMMUNICATIONS, INC. - NM",
1891,9658,"VALUTEL COMMUNICATIONS, INC. - NM",
1892,661D,"MESCALERO APACHE TELECOM, INC. - NM",
1893,868G,"FASTTRACK COMMUNICATIONS, INC. - NM",
1894,427H,"WIDE VOICE, LLC - NM",
1895,2274,CENTURYTEL SOUTHWEST INC-NM DBA CENTURYLINK - NM,
1896,340E,"SACRED WIND COMMUNICATIONS, INC.",
1897,6749,TELEBEEPER OF NEW MEXICO,
1898,243H,"CEBRIDGE TELECOM NM, LLC DBA SUDDENLINK COMM NM",
1899,2264,"LEACO RURAL TEL. COOP., INC.",
1900,2350,"YUCCA TELECOMM SYSTEMS, INC., DBA YUCCA COMM-NM",
1901,1164,"VALOR TELECOM TX,LP-NM #1 DBA WINDSTREAM COMM SW",
1902,713G,"SIERRA COMMUNICATIONS, INC. - NM",
1903,2272,"ROOSEVELT COUNTY RURAL TEL. COOP., INC.",
1904,438D,"PVT NETWORKS, INC. - NM",
1905,2259,"BACA VALLEY TEL. CO., INC.",
1906,2262,E.N.M.R. TEL COOP,
1907,2270,"PENASCO VALLEY TEL. COOP., INC.",
1908,3798,"LEACO RURAL TELEPHONE COOPERATIVE, INC. DBA LEACO",
1909,2263,"LA JICARITA RURAL TEL. COOP., INC.",
1910,470G,"TULAROSA COMMUNICATIONS, INC. - NM",
1911,1231,"MESCALERO APACHE TELECOM, INC. - NM",
1912,2268,"WESTERN NEW MEXICO TEL. CO., INC.",
1913,167F,INTERACTIVE NETWORKS CORPORATION -NM,
1914,2265,"TULAROSA BASIN TELEPHONE CO., INC.",
1915,4433,DELL TEL. CORP. INC. - NM,
