index,ocn,name,brand
2839,2556,"TECH COM, INC. - WI",
2840,0958,TENNEY TEL. CO.,
2841,0880,FARMERS TEL. CO.,
2842,0872,"CUBA CITY TEL. EXCH. CO., INC.",
2843,0847,BELMONT TEL. CO.,
2844,0849,BLACK EARTH TEL. CO.,
2845,0968,WAUNAKEE TEL. CO.,
2846,0841,"BRIGHTSPEED OF WESTERN WISCONSIN, LLC",
2847,0970,"BRIGHTSPEED OF WESTERN WISCONSIN, LLC",
2848,3043,"MH TELECOM, INC. - WI",
2849,0899,LA VALLE TEL. COOP.,
2850,279H,AMHERST TELEPHONE COMPANY,
2851,0962,UNION TEL. CO.,
2852,4855,"24-7 TELCOM, INC. - WI",
2853,0863,"CITIZENS TEL. COOP., INC.",
2854,0844,"BADGER TELECOM, INC.",
2855,0944,FRONTIER COMMUNICATIONS OF WISCONSIN LLC,
2856,0951,"SOMERSET TEL. CO., INC.",
2857,0920,NIAGARA TEL. CO.,
2858,0973,WITTENBERG TEL. CO.,
2859,0865,"CLEAR LAKE TEL. CO., INC.",
2860,0842,"AMERY TELECOM, INC.",
2861,0870,FRONTIER COMMUNICATIONS OF WISCONSIN LLC,
2862,0860,"CHEQUAMEGON COMMUNICATIONS COOPERATIVE, INC.",
2863,0971,"WEST WISCONSIN TELCOM COOP., INC.",
2864,0918,NELSON COMMUNICATIONS COOPERATIVE,
2865,0960,"TRI-COUNTY TEL. COOP., INC.",
2866,0956,"BRIGHTSPEED OF NORTHERN WISCONSIN, LLC",
2867,0974,WOOD COUNTY TEL. CO.,
2868,0937,PRICE COUNTY TEL. CO.,
2869,0949,"SIREN TEL. CO., INC.",
2870,0936,INDIANHEAD TEL. CO.,
2871,0861,"CHIBARDUN TEL. COOP., INC.",
2872,0769,"LAKELAND COMMUNICATIONS GROUP, LLC",
2873,7998,"CTC TELCOM, INC.",
2874,0945,SCANDINAVIA TEL. CO.,
2875,0879,FARMERS INDEPENDENT TEL. CO.,
2876,0902,"LAKELAND COMMUNICATIONS GROUP, LLC",
2877,8615,"NORVADO, INC.",
2878,129J,"NTERA, LLC - WI",
2879,0964,FRONTIER COMMUNICATIONS OF WISCONSIN LLC,
2880,0850,BLOOMER TEL. CO.,
2881,0843,AMHERST TEL. CO.,
2882,0889,"HAGER TELECOM, INC.",
2883,375F,"PLTC, LLC - WI",
2884,0909,MIDWAY TEL. CO.,
2885,0959,"BRIGHTSPEED OF WESTERN WISCONSIN, LLC",
2886,0846,"BALDWIN TELECOM, INC.",
2887,169E,"BALDWIN BROADBAND, LLC - WI",
2888,0915,MOSINEE TEL. CO.,
2889,3706,"PRICE COUNTY INFORMATION SYSTEMS, INC. - WI",
2890,0851,BONDUEL TEL. CO.,
2891,0953,"SPRING VALLEY TEL. CO., INC.",
2892,0855,"BRUCE TEL. CO., INC.",
2893,6183,"NET LEC, INC.",
2894,0912,FRONTIER COMMUNICATIONS OF WISCONSIN LLC,
2895,1519,NORTHERN TELEPHONE AND DATA CORP. - WI,
2896,0905,"MANAWA TEL. CO., INC.",
2897,0914,"EASTCOAST TELECOM, INC.",
2898,0931,"BRIGHTSPEED OF SOUTHERN WISCONSIN, LLC",
2899,0877,"BRIGHTSPEED OF EASTERN WISCONSIN, LLC",
2900,766H,"INTEGRATED PATH COMMUNICATIONS, LLC - WI",
2901,0954,STOCKBRIDGE & SHERWOOD TEL. CO.,
2902,841H,"PENINSULA FIBER NETWORK, LLC - WI",
2903,0148,"LAKEFIELD TELEPHONE COMPANY, LLC",
2904,0898,"BRIGHTSPEED OF EAST CENTRAL WISCONSIN, LLC",
2905,0943,"RIVERSIDE TELCOM, INC.",
2906,0896,LAKEFIELD TEL. CO.,
2907,0938,NORTHEAST TEL. CO.,
2908,0884,"BRIGHTSPEED OF NORTHEASTERN WISCONSIN, LLC",
2909,0925,"BAYLAND TEL., INC.",
2910,8614,"BAYLAND TELEPHONE, LLC",
2911,0857,"BRIGHTSPEED OF WESTERN WISCONSIN, LLC",
2912,4095,"FIBERNET, LLC - WV",
2913,489F,"SHENTEL COMMUNICATIONS, LLC. - WV",
2914,9944,"LEVEL 3 COMMUNICATIONS, LLC - WV",
2915,2704,GATEWAY TELECOM LLC DBA STRATUSWAVE COMM LLC WV,
2916,0270,CITIZENS TEL CO OF WV DBA FRONTIER OF WV,
2917,6284,UNITED STATES CELLULAR - WV,
2918,9214,FRONTIER WEST VIRGINIA INC.,
2919,7849,LUMOS NETWORKS INC. - VA,
2920,928H,"PEERLESS NETWORK OF WEST VIRGINIA, LLC - WV",
2921,6394,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - WV,
2922,368E,YMAX COMMUNICATIONS CORP. - WV,
2923,545B,"CITYNET WEST VIRGINIA, LLC - WV",
2924,3866,"A.V. LAUTTAMUS COMMUNICATIONS, INC.",
2925,0267,ARMSTRONG TEL. CO.,
2926,317C,"IDT AMERICA, CORP. - WV",
2927,6597,"RAM TECHNOLOGIES, INC. - WV",
2928,080F,"BANDWIDTH.COM CLEC, LLC - WV",
2929,5201,"DIGITAL CONNECTIONS, INC. - WV",
2930,0259,"HARDY TELECOMMUNICATIONS, INC.",
2931,8012,"HARDY TELECOMMUNICATIONS, INC. - WV",
2932,0257,SPRUCE KNOB SENECA ROCKS TEL. CO.,
2933,449F,"ONVOY, LLC - WV",
2934,423C,"ARMSTRONG TELECOMMUNICATIONS, INC. - WV",
2935,4601,"COMMUNICATIONS PLUS, INC. - WV",
2936,5833,"CORETEL WEST VIRGINIA, INC. - WV",
2937,0256,ARMSTRONG TEL. CO. OF WV,
2938,0258,WAR TELEPHONE LLC,
2939,875F,"CAS COMMUNICATIONS, LLC - WV",
2940,077G,"TELEPORT COMMUNICATIONS AMERICA, LLC - WV",
2941,729H,"WIDE VOICE, LLC - WV",
2942,9416,"LEVEL 3 COMMUNICATIONS, LLC - WY",
2943,581H,"AIRUS, INC. - WY",
2944,6566,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - WY,
2945,081F,"BANDWIDTH.COM CLEC, LLC - WY",
2946,450F,"ONVOY, LLC - WY",
2947,2299,"CENTURYTEL OF WYOMING, INC. DBA CENTURYLINK",
2948,2290,ALL WEST COMMUNICATIONS - WY,
2949,110G,"SILVER STAR TELEPHONE COMPANY, INC. - WY",
2950,879G,TELEPORT COMMUNICATIONS AMERICA WY-LLC,
2951,009E,"BRESNAN BROADBAND OF WYOMING, LLC - WY [CHARTER]",
2952,2289,CHUGWATER TEL. CO.,
2953,268A,"ADVANCED COMMUNICATIONS TECHNOLOGY, INC. - WY",
2954,3880,"ALL WEST/WYOMING, INC.",
2955,953H,"WIDE VOICE, LLC - WY",
2956,4531,UNITED TEL CO WEST - WY DBA CENTURYLINK WEST - WY,
2957,7466,"TRI TEL, INC.",
2958,4727,ISP Telecom Inc.,
2959,8304,Zayo Canada Inc.,
2960,464D,Fibernetics Corporation,
2961,498E,Provincial Tel Inc.,
2962,8821,Rogers Communications Canada Inc. (Wireless),
2963,8303,TELUS Mobility,
2964,497E,Shaw Telecom Inc.,
2965,2933,Bell West Inc.,
2966,8088,MTS Inc.,
2967,991B,MTS Inc.,
2968,2782,TELUS Integrated Communications,
2969,8506,GT Group Telecom Services Corp.,
2970,201A,Primus Telecommunications Canada Inc.,
2971,154E,Iristel Inc.,
2972,160G,Comwave Networks,
2973,141F,LES.NET (1996) Inc.,
2974,5643,Fido Solutions Inc.,Fido
2975,081E,Distributel,
2976,120F,Westman Media Cooperative Ltd,
2977,6574,Bell Mobility,Bell Mobility
2978,082E,Distributel,
2979,383F,Videotron Ltd.,
2980,277E,Tuckersmith Communications Co-operative Ltd.,
2981,4878,Bragg Communications Inc.,
2982,117H,Gosfield North Communication Co-operative Ltd.,
2983,004G,Quadro Communications Co-operative Inc.,
2984,8226,Execulink Telecom Inc.,
2985,548H,TekSavvy Solutions Inc,
2986,138D,Wightman Communications Ltd.,
2987,038E,Bruce Municipal Telephone System,
2988,405E,Huron Telecommunications Co-operative Ltd.,
2989,787G,Videotron Ltd.,
2990,743B,Rogers Communications Canada Inc. (Cable),
2991,8377,Rogers Communications Canada Inc. (Cable),
2992,383H,InnSysVoice Corp,
2993,812H,IXICA Communications Inc.,
2994,8051,Bell Canada,Bell Canada
2995,2776,Managed Network Systems Inc.,
2996,972G,Hay Communications Co-operative ltd.,
2997,400E,Mornington Communications Co-operative Ltd.,
2998,692G,Brooke Telecom Co-operative Ltd.,
2999,8820,Fido Solutions Inc.,
3000,078G,Navigata Communications Limited,
3001,8086,TELUS,
3002,949K,OpenMobile Inc.,
3003,328F,Videotron Ltd.,
3004,8301,TELUS Mobility,
3005,646F,TELUS Mobility,
3006,421G,Bragg Communications Inc.,
3007,995D,Nexicom Telecommunications Inc,
3008,984C,Bell Canada,
3009,3147,ExaTEL Inc.,
3010,571G,Rogers Communications Canada Inc.,
3011,139J,FGLTEL Inc.,
3012,221K,Cogeco Connexion Inc.,
3013,8228,Northern Telephone Ltd.,
3014,8092,Northwestel,
3015,8082,City West Cable and Telephone Corp.,
3016,9868,SaskTel Mobility,
3017,8091,SaskTel,
3018,280H,Access Communications Co-operative Limited,
3019,8306,Videotron Ltd.,
3020,287H,Roxborough Telephone Company Ltd.,
3021,346J,Iristel Inc.,
3022,940D,NRTC Communications,
3023,920D,Westport Telephone Company Limited,
3024,575G,Beanfield Technologies Inc.,
3025,2243,TELUS Quebec,
3026,8083,TELUS Quebec,
3027,8084,TELUS,
3028,6996,Globalstar,
3029,8237,Sogetel Inc.,
3030,8050,Bell Canada,
3031,8239,Telebec Ltee.,
3032,083E,Distributel,
3033,817D,IVIC Telecom s.e.n.c,
3034,247F,Telecommunications Xittel Inc,
3035,8208,La Cie de Telephone de Courcelles Inc.,
3036,8233,Le Telephone de St-Ephrem Inc,
3037,8219,La Compagnie de Telephone de Lambton Inc.,
3038,8235,La Compagnie de Telephone de St-Victor,
3039,329A,Bell Mobility Aliant,
3040,346G,RFNow Inc.,
3041,448K,ISP Telecom Inc.,
3042,8254,Groupe Maskatel Quebec LP,
3043,843D,9164-3122 Quebec inc,
3044,8242,CoopTel de telecommunication,
3045,8241,La Compagne de Telephone Upton,
3046,818D,Cooptel,
3047,8221,Telephone Milot Inc.,
3048,8213,Telephone Guevremont Inc.,
3049,8090,Aliant Telecom(NB),
3050,8203,Quadro Communications Co-operative Inc.,
3051,8240,Tuckersmith Communications Co-operative Ltd.,
3052,8214,Hay Communications Co-operative ltd.,
3053,8216,Execulink Telecom Inc.,
3054,8245,Wightman Telephone Ltd.,
3055,8205,Bruce Municipal Telephone System,
3056,8215,Huron Telecommunications Co-operative Ltd.,
3057,8202,Persona Communications Inc.,
3058,8223,Mornington Communications Co-operative Ltd.,
3059,8231,Persona Communications Inc.,
3060,8212,Gosfield North Communication Co-operative Ltd.,
3061,8204,Brooke Telecom Co-operative Ltd.,
3062,709G,"Bell Aliant, a division of Bell Canada",
3063,940G,SSi Micro Ltd.,
3064,8244,Westport Telephone Company Ltd.,
3065,8225,North Frontenac Telephone Company,
3066,8232,Roxborough Telephone Company Ltd.,
3067,8227,North Renfrew Telephone Company Ltd.,
3068,8220,Lansdowne Rural Telephone Ltd.,
3069,705F,CityWest Cable (North) Corp - BC,
3070,8229,"Ontera, a division of Bell Canada",
3071,8206,CochraneTel,
3072,8230,Nexicom Telephones Inc.,
3073,055H,NorthernTel Limited Partnership,
3074,8211,Nexicom Telecommunications Inc.,
3075,8085,Aliant Telecom (NF),
3076,8089,Aliant Telecom (NS),
3077,8210,Dryden Municipal Telephone System,
3078,717G,Keewaytinook Okimakanak,
3079,988H,TBayTel,
3080,8218,"KMTS, a division of Bell Canada",
3081,8094,Thunder Bay Telephone,
3082,8257,Telephone Drummond Inc,
3083,630G,Ice Wireless Inc.,
3084,8087,Aliant Telecom (PEI),Bell Aliant
3085,2589,,
3086,3910,,
3087,2680,,
3088,212A,,
3089,2514,,
3090,8357,,
3091,514G,,
3092,187K,,
3093,4725,,
3094,2765,,
3095,1798,,
3096,853E,,
3097,3638,,
3098,184J,,
3099,794K,,
3100,8685,,
3101,408G,,
3102,024L,,
3103,7316,,
3104,3083,,
3105,4084,,
3106,8281,,
3107,828F,,
3108,4029,,
3109,4227,,
3110,8692,,
3111,718F,,
3112,8355,,
3113,593F,,
3114,779B,,
3115,047L,,
3116,7674,,
3117,4620,,
3118,008A,,
3119,8356,,
3120,4733,,
3121,169D,,
3122,503H,,
3123,198D,,
3124,206D,,
3125,961E,,
3126,376J,,
3127,083J,,
3128,021J,,
